test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",1,"소프트웨어설계",12,"서브시스템이 입력 데이터를 받아 처리하고 결과를 다른 시스템에 보내는 작업이 반복되는 아키텍처 스타일은?","","① 클라이언트 서버 구조","② 계층 구조","③ MVC 구조","④ 파이프 필터 구조","④ 파이프 필터 구조","파이프 필터 구조는 데이터 스트림을 처리하는 데 사용되는 아키텍처 스타일로, 데이터 스트림을 처리하는 일련의 필터로 구성됩니다."
"previous","220305",1,"소프트웨어설계",13,"럼바우(Rumbaugh)의 객체지향 분석에서 사용하는 분석 활동으로 옳은 것은?","","① 객체 모델링, 동적 모델링, 정적 모델링","② 객체 모델링, 동적 모델링, 기능 모델링","③ 동적 모델링, 기능 모델링, 정적 모델링","④ 정적 모델링, 객체 모델링, 기능 모델링","② 객체 모델링, 동적 모델링, 기능 모델링","럼바우의 객체지향 분석은 객체 모델링, 동적 모델링, 기능 모델링의 세 가지 분석 활동으로 이루어집니다."
"previous","220305",1,"소프트웨어설계",14,"UML 다이어그램이 아닌 것은?","","① 액티비티 다이어그램(Activity diagram)","② 절차 다이어그램(Procedural diagram)","③ 클래스 다이어그램(Class diagram)","④ 시퀀스 다이어그램(Sequence diagram)","② 절차 다이어그램(Procedural diagram)","절차 다이어그램은 객체 지향 시스템이 아닌, 절차적 시스템을 모델링하기 위한 다이어그램입니다."
"previous","220305",1,"소프트웨어설계",15,"UML 모델에서 한 객체가 다른 객체에게 오퍼레이션을 수행하도록 지정하는 의미적 관계로 옳은 것은?","","① Dependency","② Realization","③ Generalization","④ Association","② Realization","UML 모델에서 Realization은 한 객체가 다른 객체의 인터페이스를 구현하는 관계를 의미합니다."
"previous","220305",1,"소프트웨어설계",16,"다음 중 상위 CASE 도구가 지원하는 주요기능으로 볼 수 없는 것은?","","① 모델들 사이의 모순검사 기능","② 전체 소스코드 생성 기능","③ 모델의 오류검증 기능","④ 자료흐름도 작성 기능","② 전체 소스코드 생성 기능","전체 소스코드 생성 기능은 통합 CASE 도구에서 제공하는 기능으로, 상위 CASE 도구에서 제공하는 기능보다 더 많은 기능을 제공하고, 더 복잡한 구조의 시스템을 지원합니다."
"previous","220305",1,"소프트웨어설계",17,"요구사항 관리 도구의 필요성으로 틀린 것은?","","① 요구사항 변경으로 인한 비용 편익 분석","② 기존 시스템과 신규 시스템의 성능 비교","③ 요구사항 변경의 추적","④ 요구사항 변경에 따른 영향 평가","② 기존 시스템과 신규 시스템의 성능 비교","기존 시스템과 신규 시스템의 성능 비교는 시스템 설계 및 구현 단계에서 수행하는 작업입니다."
"previous","220305",1,"소프트웨어설계",18,"애자일 개발 방법론이 아닌 것은?","","① 스크럼(Scrum)","② 익스트림 프로그래밍(XP, eXtreme Programming)","③ 기능 주도 개발(FDD, Feature Driven Development)","④ 하둡(Hadoop)","④ 하둡(Hadoop)","하둡은 대규모 데이터 처리를 위한 분산 처리 프레임워크입니다."
"previous","220305",1,"소프트웨어설계",19,"GoF(Gangs of Four) 디자인 패턴 중 생성패턴으로 옳은 것은?","","① singleton pattern","② adapter pattern","③ decorator pattern","④ state pattern","① singleton pattern","singleton pattern은 특정 클래스에 객체 인스턴스가 하나만 존재하도록 하는 패턴입니다."
"previous","220305",1,"소프트웨어설계",20,"사용자 인터페이스(UI)의 특징으로 틀린 것은?","","① 구현하고자 하는 결과의 오류를 최소화한다.","② 사용자의 편의성을 높임으로써 작업시간을 증가시킨다.","③ 막연한 작업 기능에 대해 구체적인 방법을 제시하여 준다.","④ 사용자 중심의 상호 작용이 되도록 한다.","② 사용자의 편의성을 높임으로써 작업시간을 증가시킨다.","사용자 인터페이스(UI)는 사용자와 시스템 간의 상호 작용을 매개하는 것으로, 사용자의 편의성을 높이고, 작업 효율성을 향상시키는 것을 목적으로 합니다."
"previous","220305",2,"소프트웨어개발",21,"힙 정렬(Heap Sort)에 대한 설명으로 틀린것은?","","① 정렬할 입력 레코드들로 힘을 구성하고가장 큰 키 값을 갖는 루트 노드를제거하는 과정을 반복하여 정렬하는기법이다.","② 평균 수행 시간은 O(nlog2n)이다.","③ 완전 이진트리(complete binary tree)로 입력자료의 레코드를 구성한다.","④ 최악의 수행 시간은 O(2n4)이다.","④ 최악의 수행 시간은 O(2n4)이다.","힙 정렬의 최악의 수행 시간은 힙을 구성하는 데 O(n)의 시간이 걸리고, 루트 노드를 제거하는 데 O(log2n)의 시간이 걸리는 O(nlog2n)입니다."
"previous","220305",2,"소프트웨어개발",22,"다음 중 단위 테스트를 통해 발견할 수 있는 오류가 아닌 것은?","","① 알고리즘 오류에 따른 원치 않는 결과","② 탈출구가 없는 반복문의 사용","③ 모듈 간의 비정상적 상호작용으로 인한 원치 않는 결과","④ 틀린 계산 수식에 의한 잘못된 결과","③ 모듈 간의 비정상적 상호작용으로 인한 원치 않는 결과","다른 모듈과의 상호작용에 의해 발생하는 오류는 단위 테스트를 통해 발견할 수 없습니다."
"previous","220305",2,"소프트웨어개발",23,"다음 설명의 소프트웨어 테스트의 기본원칙은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_23.gif?alt=media","① 살충제 패러독스","② 결함 집중","③ 오류 부재의 궤변","④ 완벽한 테스팅은 불가능","② 결함 집중","결함 집중은 소프트웨어 테스트에서 결함이 발생할 가능성이 높은 부분에 집중하여 테스트를 수행해야 한다는 것을 의미합니다."
"previous","220305",2,"소프트웨어개발",24,"버전 관리 항목 중 저장소에 새로운 버전의 파일로 갱신하는 것을 의미하는 용어는?","","① 형상 감사(Configuration Audit)","② 롤백 (Rollback)","③ 단위 테스트(Unit Test)","④ 체크인(Check-In)","④ 체크인(Check-In)","버전 관리 시스템에서 체크인은 작업한 파일을 저장소에 갱신하는 것을 의미합니다. 체크인을 하면 저장소에 새로운 버전의 파일이 생성되고, 이전 버전의 파일은 보관됩니다."
"previous","220305",2,"소프트웨어개발",25,"소프트웨어 테스트와 관련한 설명으로 틀린것은?","","① 화이트 박스 테스트는 모듈의 논리적인 구조를 체계적으로 점검할 수 있다.","② 블랙 박스 테스트는 프로그램의 구조를고려하지 않는다.","③ 테스트 케이스에는 일반적으로 시험 조건, 테스트 데이터, 예상 결과가 포함되어야 한다.","④ 화이트 박스 테스트에서 기본 경로(BasisPath)란 흐름 그래프의 시작 노드에서 종료 노드까지의 서로 독립된 경로로 싸이클을 허용하지 않는 경로를 말한다.","④ 화이트 박스 테스트에서 기본 경로(BasisPath)란 흐름 그래프의 시작 노드에서 종료 노드까지의 서로 독립된 경로로 싸이클을 허용하지 않는 경로를 말한다","화이트 박스 테스트에서 기본 경로는 흐름 그래프의 시작 노드에서 종료노드까지의 모든 경로를 의미합니다."
"previous","220305",2,"소프트웨어개발",26,"애플리케이션의 처리량, 응답시간, 경과시간, 자원사용률에 대해 가상의 사용자를 생성하고 테스트를 수행함으로써 성능 목표를 달성하였는지를 확인하는 테스트 자동화 도구는?","","① 명세 기반 테스트 설계 도구","② 코드 기반 테스트 설계 도구","③ 기능 테스트 수행 도구","④ 성능 테스트 도구","④ 성능 테스트 도구","성능 테스트 도구는 애플리케이션의 성능을 측정하기 위한 도구로, 처리량, 응답시간, 경과시간, 자원사용률 등의 성능 지표를 측정하고, 성능 목표를 달성하였는지를 확인하는 데 사용됩니다."
"previous","220305",2,"소프트웨어개발",27,"소프트웨어 형상 관리에 대한 설명으로 거리가 먼 것은?","","① 소프트웨어에 가해지는 변경을 제어하고 관리한다.","② 프로젝트 계획, 분석서, 설계서, 프로그램, 테스트 케이스 모두 관리 대상이다.","③ 대표적인 형상관리 도구로 Ant, Maven, Gradle 등이 있다.","④ 유지 보수 단계뿐만 아니라 개발 단계에도 적용할 수 있다.","③ 대표적인 형상관리 도구로 Ant, Maven, Gradle 등이 있다.","Ant, Maven, Gradle은 소프트웨어 빌드 도구입니다."
"previous","220305",2,"소프트웨어개발",28,"디지털 저작권 관리(DRM) 구성 요소가 아닌 것은?","","① Dataware house","② DRM Controller","③ Packager","④ Contents Distributor","① Dataware house","데이터웨어하우스(Dataware house)는 대규모 데이터를 통합하여 저장하고 분석하는 시스템입니다."
"previous","220305",2,"소프트웨어개발",29,"다음 설명의 소프트웨어 버전 관리도구 방식은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_29.gif?alt=media","① 단일 저장소 방식","② 분산 저장소 방식","③ 공유폴더 방식","④ 클라이언트·서버 방식","② 분산 저장소 방식","보기는 Git을 사용하는 분산 저장소 방식에 대한 설명입니다.. Git은 모든 개발자들이 로컬 저장소를 가지고 있으며, 중앙 저장소가 아닌 각자의 로컬 저장소에서 작업을 하고 변경 내용을 서로 공유하면서 버전을 관리하는 방식입니다."
"previous","220305",2,"소프트웨어개발",30,"블랙 박스 테스트를 이용하여 발견할 수 있는 오류가 아닌 것은?","","① 비정상적인 자료를 입력해도 오류 처리를 수행하지 않는 경우","② 정상적인 자료를 입력해도 요구된 기능이 제대로 수행되지 않는 경우","③ 반복 조건을 만족하는데도 루프 내의 문장이 수행되지 않는 경우","④ 경계값을 입력할 경우 요구된 출력 결과가 나오지 않는 경우","③ 반복 조건을 만족하는데도 루프 내의 문장이 수행되지 않는 경우","블랙박스 테스트는 소프트웨어의 내부 구조나 구현 방법에 대한 지식을 바탕으로 테스트를 수행하지 않기 때문에 소프트웨어의 내부적인 논리 오류나 구현 오류는 발견하기 어렵습니다."
"previous","220305",2,"소프트웨어개발",31,"다음 자료를 버블 정렬을 이용하여 오름차순으로 정렬할 경우 Pass 2의 결과는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_31.gif?alt=media","① 3, 5, 6, 7, 9","② 6, 7, 3, 5, 9","③ 3, 5, 9, 6, 7","④ 6, 3, 5, 7, 9","④ 6, 3, 5, 7, 9","버블 정렬은 서로 인접한 두 원소를 검사하여 정렬하는 알고리즘입니다."
"previous","220305",2,"소프트웨어개발",32,"정렬된 N개의 데이터를 처리하는 데 O(Nlog2N)의 시간이 소요되는 정렬 알고리즘은?","","① 합병정렬","② 버블정렬","③ 선택정렬","④ 삽입정렬","① 합병정렬","합병정렬은 정렬된 두 부분 배열을 합쳐서 정렬된 하나의 배열을 만드는 알고리즘으로, 최선의 경우와 최악의 경우, 평균의 경우 모두 O(Nlog2N)의 시간 복잡도를 가지는 정렬 알고리즘입니다."
"previous","220305",2,"소프트웨어개발",33,"다음 postfix로 표현된 연산식의 연산 결과로 옳은 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_33.gif?alt=media","① 35","② 42","③ 81","④ 360","② 42","Postfix 표기법은 연산자가 피연산자 뒤에 나오는 표기법으로 이 연산식을 해석하기 위해서는 스택을 사용하여 연산을 수행합니다."
"previous","220305",2,"소프트웨어개발",34,"EAI(Enterprise Application Integration) 구축 유형에서 애플리케이션 사이에 미들웨어를 두어 처리하는 것은?","","① Message Bus","② Point-to-point","③ Hub & Spoke","④ Hybrid","① Message Bus","Message Bus는 애플리케이션 사이에 미들웨어를 두어 처리하는 EAI 구축 유형 중 하나로, 중앙 집중적인 메시지 버스를 통해 애플리케이션 간 통신을 처리합니다. (가답안은 1번으로 발표되었지만, 확정답안은 1/3/4번이 모두 정답처리 된 문항입니다.)"
"previous","220305",2,"소프트웨어개발",35,"인터페이스 구현 검증 도구가 아닌 것은?","","① Foxbase","② STAF","③ watir","④ xUnit","① Foxbase","Foxbase는 관계형 데이터베이스 관리 시스템(RDBMS)입니다."
"previous","220305",2,"소프트웨어개발",36,"클린코드 작성원칙에 대한 설명으로 틀린 것은?","","① 코드의 중복을 최소화 한다.","② 코드가 다른 모듈에 미치는 영향을 최대화하도록 작성한다.","③ 누구든지 코드를 쉽게 읽을 수 있도록 작성한다.","④ 간단하게 코드를 작성한다.","② 코드가 다른 모듈에 미치는 영향을 최대화하도록 작성한다.","클린코드는 다른 모듈에 미치는 영향을 최소화하여 모듈 간 결합도를 낮추고 유지보수성을 높이는 것을 목표로 합니다."
"previous","220305",2,"소프트웨어개발",37,"소프트웨어 패키징에 대한 설명으로 틀린 것은?","","① 패키징은 개발자 중심으로 진행한다.","② 신규 및 변경 개발소스를 식별하고, 이를 모듈화하여 상용제품으로 패키징 한다.","③ 고객의 편의성을 위해 매뉴얼 및 버전관리를 지속적으로 한다.","④ 범용 환경에서 사용이 가능하도록 일반적인 배포 형태로 패키징이 진행된다.","① 패키징은 개발자 중심으로 진행한다.","소프트웨어 패키징은 개발자뿐만 아니라 품질 보증, 영업, 마케팅 등 다양한 부서가 참여하여 진행합니다."
"previous","220305",2,"소프트웨어개발",38,"공학적으로 잘된 소프트웨어(Well Engineered Software)의 설명 중 틀린 것은?","","① 소프트웨어는 유지보수가 용이해야 한다.","② 소프트웨어는 신뢰성이 높아야 한다.","③ 소프트웨어는 사용자 수준에 무관하게 일관된 인터페이스를 제공해야 한다.","④ 소프트웨어는 충분한 테스팅을 거쳐야 한다.","③ 소프트웨어는 사용자 수준에 무관하게 일관된 인터페이스를 제공해야 한다.","인터페이스는 사용자 경험(User Experience) 측면에서 중요한 요소 중 하나이며, 사용자의 편의성과 효율성을 높이기 위해 고려되어야 합니다."
"previous","220305",2,"소프트웨어개발",39,"테스트와 디버그의 목적으로 옳은 것은?","","① 테스트는 오류를 찾는 작업이고 디버깅은 오류를 수정하는 작업이다.","② 테스트는 오류를 수정하는 작업이고 디버깅은 오류를 찾는 작업이다.","③ 둘 다 소프트웨어의 오류를 찾는 작업으로 오류 수정은 하지 않는다.","④ 둘 다 소프트웨어 오류의 발견, 수정과 무관하다.","① 테스트는 오류를 찾는 작업이고 디버깅은 오류를 수정하는 작업이다.","테스트는 소프트웨어가 요구사항을 만족하는지 예상대로 동작하는지를 확인하기 위한 활동으로, 테스트 과정에서 오류가 발견되면, 이를 디버깅을 통해 수정합니다."
"previous","220305",2,"소프트웨어개발",40,"다음 중 스택을 이용한 연산과 거리가 먼 것은?","","① 선택정렬","② 재귀호출","③ 후위표현(Post-fix expression)의 연산","④ 깊이우선탐색","① 선택정렬","선택정렬은 배열의 요소를 크기 순으로 정렬하는 알고리즘으로, 스택을 이용하지 않고 배열의 요소를 직접 비교하여 정렬합니다."
"previous","220305",3,"데이터베이스구축",41,"병렬 데이터베이스 환경 중 수평 분할에서 활용되는 분할 기법이 아닌 것은?","","① 라운드-로빈","② 범위 분할","③ 예측 분할","④ 해시 분할","③ 예측 분할","예측 분할은 데이터의 미래 사용 패턴을 예측하여 데이터를 분할하는 방식으로, 데이터베이스 환경 중 수평 분할에서 활용되는 분할 기법은 아닙니다."
"previous","220305",3,"데이터베이스구축",42,"시스템 카탈로그에 대한 설명으로 옳지 않은 것은?","","① 사용자가 직접 시스템 카탈로그의 내용을 갱신하여 데이터베이스 무결성을 유지한다.","② 시스템 자신이 필요로 하는 스키마 및 여러가지 객체에 관한 정보를 포함하고 있는 시스템 데이터베이스이다.","③ 시스템 카탈로그에 저장되는 내용을 메타데이터라고도 한다.","④ 시스템 카탈로그는 DBMS가 스스로 생성하고 유지한다.","① 사용자가 직접 시스템 카탈로그의 내용을 갱신하여 데이터베이스 무결성을 유지한다.","시스템 카탈로그는 DBMS가 스스로 생성하고 유지합니다."
"previous","220305",3,"데이터베이스구축",43,"SQL 문에서 SELECT에 대한 설명으로 옳지않은 것은?","","① FROM 절에는 질의에 의해 검색될 데이터들을 포함하는 테이블명을 기술한다.","② 검색결과에 중복되는 레코드를 없애기위해서는 WHERE 절에 'DISTINCT'키워드를 사용한다.","③ HAVING 절은 GROUP BY 절과 함께 사용되며, 그룹에 대한 조건을 지정한다.","④ ORDER BY 절은 특정 속성을 기준으로 정렬하여 검색할 때 사용한다.","② 검색결과에 중복되는 레코드를 없애기위해서는 WHERE 절에 'DISTINCT'키워드를 사용한다.","SELECT 문에서 중복되는 레코드를 없애기 위해서는 DISTINCT 키워드를 SELECT 절에 사용합니다."
"previous","220305",3,"데이터베이스구축",44,"SQL에서 VIEW를 삭제할 때 사용하는 명령은?","","① ERASE","② KILL","③ DROP","④ DELETE","③ DROP","ERASE는 테이블의 데이터를 삭제하는 명령, KILL은 프로세스를 종료하는 명령, DELETE는 테이블의 행을 삭제하는 명령입니다."
"previous","220305",3,"데이터베이스구축",45,"DDL(Data Define Language)의 명령어 중스키마, 도메인, 인덱스 등을 정의할 때 사용하는 SQL문은?","","① ALTER","② SELECT","③ CREATE","④ INSERT","③ CREATE","DDL(Data Define Language)은 데이터베이스의 구조를 정의하는 데 사용되는 SQL 언어의 한 종류로, DDL 명령어는 크게 CREATE, ALTER, DROP으로 나눌 수 있습니다."
"previous","220305",3,"데이터베이스구축",46,"테이블 R1, R2에 대하여 다음 SQL문의결과는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_46.gif?alt=media","① https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_46_01.gif?alt=media","② https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_46_02.gif?alt=media","③ https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_46_03.gif?alt=media","④ https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_46_04.gif?alt=media","② https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_46_02.gif?alt=media","INTERSECT는 교집합을 의미합니다."
"previous","220305",3,"데이터베이스구축",47,"데이터베이스 설계 시 물리적 설계 단계에서 수행하는 사항이 아닌 것은?","","① 레코드 집중의 분석 및 설계","② 접근 경로 설계","③ 저장 레코드의 양식 설계","④ 목표 DBMS에 맞는 스키마 설계","④ 목표 DBMS에 맞는 스키마 설계","목표 DBMS에 맞는 스키마 설계는 논리적 설계 단계에서 수행하는 작업입니다."
"previous","220305",3,"데이터베이스구축",48,"릴레이션에서 기본 키를 구성하는 속성은 널(Null)값이나 중복 값을 가질 수 없다는　것을 의미하는 제약조건은?","","① 참조 무결성","② 보안 무결성","③ 개체 무결성","④ 정보 무결성","③ 개체 무결성","기본 키는 릴레이션의 각 투플을 고유하게 식별하는 속성 또는 속성들의 조합으로, 기본 키를 구성하는 속성은 널(Null)값이나 중복 값을 가질 수 없도록 두는 제약조건이 '개체 무결성' 입니다."
"previous","220305",3,"데이터베이스구축",49,"병행제어 기법의 종류가 아닌 것은?","","① 로킹 기법","② 시분할 기법","③ 타임 스탬프 기법","④ 다중 버전 기법","② 시분할 기법","시분할 기*은 CPU를 시간 단위로 나누어 여러 트랜잭션이 번갈아 가면서 실행하는 기법으로, 병행제어 기법이 아니라 시스템 자원(CPU)을 공유하기 위한 기법입니다."
"previous","220305",3,"데이터베이스구축",50,"다음 R1과 R2의 테이블에서 아래의　실행 결과를 얻기 위한 SQL문은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F210515%2FDEVOLT_EXAM_MOCK_210515_50.gif?alt=media","① SELECT 과목번호, 과목이름 FROM RI, R2 WHERE R1.학번 = R2. 학번 AND R1.학과='전자공학' AND R1.이름 = '강남길’;","② SELECT 과목번호, 과목이름 FROM RI, R2 WHERE R1.학번 = R2.학번 OR R1.학과='전자공학' OR R1.이름 = '홍길동';","③ SELECT 과목번호, 과목이름 FROM R1, R2 WHERE R1.학번 R2.학번 AND R1.학과=‘컴퓨터공학' AND R1.이름 '강남길’;","④ SELECT 과목번호, 과목이름 FROM R1, R2 WHERE R1.학번 = R2.학번 OR R1.학과='컴퓨터공학' OR R1.이름 = '홍길동';","① SELECT 과목번호, 과목이름 FROM RI, R2 WHERE R1.학번 = R2. 학번 AND R1.학과='전자공학' AND R1.이름 = '강남길’;"," R1과 R2의 테이블에서 실행 결과를 얻어야 하고, 과목번호와 과목이름이라는 열을 얻어야 하기 때문에 두 컬럼을 SELECT 절에 명시합니다."
"previous","220305",3,"데이터베이스구축",51,"다음 관계 대수 중 순수 관계 연산자가 아닌 것은?","","① 차집합(difference)","② 프로젝트(project)","③ 조인(join)","④ 디비전 (division)","① 차집합(difference)","차집합 연산자는 입력 릴레이션의 속성을 변경하므로 순수 관계 연산자가 아닙니다."
"previous","220305",3,"데이터베이스구축",52,"관계형 데이터 모델의 릴레이션에 대한 설명으로 틀린 것은?","","① 모든 속성 값은 원자 값을 갖는다.","② 한 릴레이션에 포함된 튜플은 모두 상이하다.","③ 한 릴레이 션에 포함된 튜플 사이에는 순서가 없다.","④ 한 릴레이션을 구성하는 속성 사이에는 순서가 존재한다.","④ 한 릴레이션을 구성하는 속성 사이에는 순서가 존재한다.","릴레이션은 테이블과 같이 구성되어 있지만, 테이블과는 달리 속성의 순서가 정해져 있지 않습니다."
