test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",1,"소프트웨어설계",13,"소프트웨어 개발 방법 중 요구사항 분석(requirements annalysis)과 거리가 먼 것은?","","①  비용과 일정에 대한 제약설정","② 타당성 조사","③ 요구사항 정의 문서화","④ 설계 명세서 작성","④ 설계 명세서 작성","설계 명세서 작성은 요구사항 분석을 바탕으로 소프트웨어의 구조와 기능을 구체화하는 과정입니다."
"previous","220305",1,"소프트웨어설계",14,"럼바우(Rumbaugh)의 객체지향 분석 절차를 가장 바르게 나열한 것은?","","① 객체 모형→동적 모형→기능 모형","② 객체 모형→기능 모형→동적 모형","③ 기능 모형→동적 모형→객체 모형","④ 기능 모형→객체 모형→동적 모형","① 객체 모형→동적 모형→기능 모형","럼바우의 객체지향 분석에서는 먼저 시스템을 구성하는 객체들을 식별하고, 이들 객체들의 속성과 상호작용을 파악하여 객체 모형을 만듭니다. 이후에는 객체들의 동작과 상호작용을 분석하여 동적 모형을 만들고, 마지막으로 시스템이 제공해야 하는 기능을 파악하여 기능 모형을 만듭니다."
"previous","220305",1,"소프트웨어설계",15,"공통 모듈에 대한 명세 기법 중 해당 기능에 대해 일관되게 이해하고 한 가지로 해석될 수 있도록 작성하는 원칙은?","","① 상호작용성","② 명확성","③ 독립성","④ 내용성","② 명확성","명확성은 공통 모듈에 대한 명세를 작성할 때 해당 기능에 대해 일관되게 이해하고 한 가지로 해석될 수 있도록 작성하는 원칙입니다. 이는 모듈의 기능을 명확하게 정의하고 모호한 해석을 방지하여 개발자들이 모듈을 보다 쉽게 이해하고 사용할 수 있도록 도와줍니다."
"previous","220305",1,"소프트웨어설계",16,"객체지향 기법에서 클래스들 사이의 ‘부분-전체(part-whole)' 관계 또는 ’부분(is-a-part-of)'의 관계로 설명되는 연관성을 나타내는 용어는?","","① 일반화","② 추상화","③ 캡슐화","④ 집단화","④ 집단화","집단화는 한 클래스가 다른 클래스의 일부분으로 포함되는 관계를 의미합니다."
"previous","220305",1,"소프트웨어설계",17,"CASE가 갖고 있는 주요 기능이 아닌 것은?","","① 그래픽 지원","② 소프트웨어 생명주기 전 단계의 연결","③ 언어번역","④ 다양한 소프트웨어 개발 모형 지원","③ 언어번역","CASE는 소프트웨어 개발 생명주기의 전 단계를 연결하고, 다양한 소프트웨어 개발 모형을 지원하며, 그래픽 지원을 제공하는데, 언어번역 기능은 갖고 있지 않습니다."
"previous","220305",1,"소프트웨어설계",18,"DBMS 분석시 고려사항으로 거리가 먼 것은?","","① 가용성","② 성능","③ 네트워크 구성도","④ 상호 호환성","③ 네트워크 구성도","네트워크 구성도는 DBMS 자체와는 직접적인 연관성이 적습니다."
"previous","220305",1,"소프트웨어설계",19,"HIPO(Hierarchy Input Process Output)에 대한 설명으로 거리가 먼 것은?","","① 상향식 소프트웨어 개발을 위한 문서화 도구이다.","② HIPO 차트 종류에는 가시적 도표, 총체적 도표, 세부적 도표가 있다.","③ 기능과 자료의 의존 관계를 동시에 표현할 수 있다.","④ 보기 쉽고 이해하기 쉽다.","① 상향식 소프트웨어 개발을 위한 문서화 도구이다.","HIPO(Hierarchy Input Process Output)는 하향식 소프트웨어 개발을 위한 문서화 도구입니다."
"previous","220305",1,"소프트웨어설계",20,"객체지향 분석 방법론 중 E-R 다이어그램을 사용하여 객체의 행위를 모델링하며, 객체식별, 구조 식별, 주체 정의, 속성 및 관계 정의, 서비스 정의 등의 과정으로 구성되는 것은?","","① Coad와 Yourdon 방법","② Booch 방법","③ Jacobson 방법","④ Wirfs-Brocks 방법","① Coad와 Yourdon 방법","Coad와 Yourdon 방법은 객체지향 분석 방법론 중 하나로, 객체의 행위를 중심으로 모델링하며, 객체의 속성과 관계를 정의하고, 객체의 역할과 책임을 명확하게 정의하여 시스템을 구성하는 방법을 강조합니다."
"previous","220305",2,"소프트웨어개발",21,"정렬된 N개의 데이터를 처리하는데 O(Nlog2N)의 시간이 소요되는 정렬 알고리즘은?","","① 선택정렬","② 삽입정렬","③ 버블정렬","④ 합병정렬","④ 합병정렬","선택정렬, 삽입정렬, 버블정렬은 모두 평균적으로 O(N^2)의 시간을 소요합니다. 합병정렬은 정렬된 두 개의 리스트를 합쳐 하나의 정렬된 리스트를 만드는 방식의 정렬 알고리즘으로, 최선의 경우 O(Nlog2N)의 시간, 최악의 경우 O(Nlog2N)의 시간을 소요합니다."
"previous","220305",2,"소프트웨어개발",22,"White Box Testing 에 대한 설명으로 옳지 않은 것은?","","① Base Path Testing, Boundary Value Analysis가 대표적인 기법이다.","② Source Code 의 모든 문장을 한번 이상 수행함으로서 진행된다.","③ 모듈 안의 작동을 직접 관찰 할 수 있다.","④ 산출물의 각 기능별로 적절한 프로그램의 제어구조에 따라 선택, 반복 등의 부분들을 수행함으로써 논리적 경로를 점검한다.","① Base Path Testing, Boundary Value Analysis가 대표적인 기법이다.","Boundary Value Analysis(경계값 분석)는 블랙 박스 테스트의 대표적인 기법입니다."
"previous","220305",2,"소프트웨어개발",23,"소프트웨어 품질 측정을 위해 개발자 관점에서 고려해야 할 항목으로 거리가 먼 것은?","","① 정확성","② 무결성","③ 사용성","④ 간결성","④ 간결성","간결성은 소프트웨어의 크기나 복잡성을 측정하는 요소로, 개발자 관점에서는 소프트웨어의 크기나 복잡성이 소프트웨어의 품질에 미치는 영향이 크지 않다고 볼 수 있습니다."
"previous","220305",2,"소프트웨어개발",24,"인터페이스 구현 검증도구 중 아래에서 설명하는 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_24.gif?alt=media","① xUnit","② STAF","③ FitNesse","④ RubyNode","② STAF","보기는 서비스 호출 및 컴포넌트 재사용 등 환경 지원하는 테스트 프레임워크인 STAF에 대한 설명입니다."
"previous","220305",2,"소프트웨어개발",25,"EAI(Enterprise Application Integration)의 구축 유형으로 옳지 않은 것은?","","① Point-to-Point","② Hub&Spoke","③ Message Bus","④ Tree","④ Tree","Tree는 EAI의 구축 유형이 아닙니다. Tree는 계층 구조를 의미하며, EAI의 구축 유형은 애플리케이션의 연결 방식을 의미합니다."
"previous","220305",2,"소프트웨어개발",26,"다음 트리를 전위 순회(preorder traversal)한 결과는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_26.gif?alt=media","① +*AB/*CDE","② AB/C*D*E+","③ A/B*C*D+E","④ +**/ABCDE","④ +**/ABCDE","전위 순회는 루트를 먼저 방문하고 Left, Right 트리를 방문하는 순회 방식입니다."
"previous","220305",2,"소프트웨어개발",27,"인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 솔루션과 거리가 먼 것은?","","① IPSec","② SMTP","③ SSL","④ S-HTTP","② SMTP","SMTP는 Simple Mail Transfer Protocol의 약자로, 전자 메일을 전송하기 위한 프로토콜입니다. SMTP는 네트워크 통신을 보호하기 위한 기능을 제공하지 않습니다."
"previous","220305",2,"소프트웨어개발",28,"평가 점수에 따른 성적부여는 다음 표와 같다. 이를 구현한 소프트웨어를 경계값 분석 기법으로 테스트 하고자 할 때 다음 중 테스트 케이스의 입력 값으로 옳지 않은 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_28.gif?alt=media","① 59","② 80","③ 90","④ 101","③ 90","경계값 분석 기법은 경계가 되는 곳, 즉 보기에서의 0, 59, 60, 79, 80, 100을 테스트하는 기법입니다. 90은 80~100 사이의 값이기 때문에 테스트의 의미가 없고, 101은 100까지의 평가점수 기준에서 벗어나기 때문에 그 이상의 값을 넣은 반응을 확인할 수 있습니다."
"previous","220305",2,"소프트웨어개발",29,"반정규화(Denormalization) 유형중 중복 테이블을 추가하는 방법에 해당하지 않는 것은?","","① 빌드 테이블의 추가","② 집계 테이블의 추가","③ 진행 테이블의 추가","④ 특정 부분만을 포함하는 테이블의 추가","① 빌드 테이블의 추가","빌드 테이블은 중복 테이블을 추가하는 방법이 아니라, 테이블의 데이터를 생성하기 위해 사용되는 테이블입니다."
"previous","220305",2,"소프트웨어개발",30,"ISO/IEC 9126의 소프트웨어 품질 특성 중 기능서(Functionlity)의 하위 특성으로 옳지 않은 것은?","","① 학습성","② 적합성","③ 정확성","④ 보안성","① 학습성","학습성은 소프트웨어를 사용하기 위해 사용자에게 필요한 학습 노력의 양을 의미합니다. 따라서, 학습성은 기능성 품질 특성보다는 사용성 품질 특성에 더 부합하는 개념입니다."
"previous","220305",2,"소프트웨어개발",31,"다음 트리의 차수(degree)와 단말 노드(terminal node)의 수는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_31.gif?alt=media","① 차수: 4, 단말 노드: 4","② 차수: 2, 단말 노드: 4","③ 차수: 4, 단말 노드: 8","④ 차수: 2, 단말 노드: 8","② 차수: 2, 단말 노드: 4","트리의 차수는 전체 트리에서 가장 큰 차수를, 단말 노드는 자식이 없는 노드를 의미합니다."
"previous","220305",2,"소프트웨어개발",32,"디지털 저작권 관리(DRM)의 기술 요소가 아닌 것은?","","① 크랙 방지 기술","② 정책 관리 기술","③ 암호화 기술","④ 방화벽 기술","④ 방화벽 기술","방화벽 기술은 네트워크의 보안을 유지하기 위한 기술입니다. 디지털 콘텐츠의 저작권을 보호하기 위한 기술은 아니므로, DRM의 기술 요소가 아닙니다."
"previous","220305",2,"소프트웨어개발",33,"소프트 웨어 테스트에서 오류의 80%는 전체 모듈의 20% 내에서 발견된다는 법칙은?","","① Brooks의 법칙","② Boehm의 법칙","③ Pareto의 법칙","④ Jackson의 법칙","③ Pareto의 법칙","Pareto의 법칙은 이탈리아의 경제학자 Vilfredo Pareto가 1897년에 발표한 법칙으로, 전체에서 차지하는 비중이 극히 작은 소수의 요인에 의해 전체의 상당 부분이 결정된다는 법칙입니다."
"previous","220305",2,"소프트웨어개발",34,"소프트웨어 형상 관리의 의미로 적절한 것은?","","① 비용에 관한 사항을 효율적으로 관리하는 것","② 개발 과정의 변경 사항을 관리하는 것","③ 테스트 과정에서 소프트웨어를 통합하는 것","④ 개발 인력을 관리하는 것","② 개발 과정의 변경 사항을 관리하는 것","소프트웨어 형상 관리는 소프트웨어의 개발, 테스트, 배포, 유지보수 과정에서 발생하는 모든 변경 사항을 체계적으로 관리하는 활동입니다."
"previous","220305",2,"소프트웨어개발",35,"알고리즘 시간복잡도 O(I)이 의미하는 것은?","","① 컴퓨터 처리가 불가","② 알고리즘 입력 데이터 수가 한 개","③ 알고리즘 수행시간이 입력 데이터 수와 관계없이 일정","④ 알고리즘 길이가 입력 데이터보다 작음","③ 알고리즘 수행시간이 입력 데이터 수와 관계없이 일정","알고리즘 시간복잡도 O(I)은 입력 데이터 수와 비례하는 시간복잡도를 의미합니다. 즉, 입력 데이터 수가 증가하면 알고리즘의 수행시간도 증가하지만, 그 비율은 일정합니다."
"previous","220305",2,"소프트웨어개발",36,"소스코드 품질분석 도구 중 정적분석 도구가 아닌 것은?","","① pmd","② cppcheck","③ valMeter","④ checkstyle","③ valMeter","valMeter는 소스 코드의 성능을 분석하는 도구로, 소스 코드를 실행하여 성능 지표를 측정하는 동적 분석 도구입니다."
"previous","220305",2,"소프트웨어개발",37,"검증 검사 기법 중 개발자의 장소에서 사용자가 개발자 앞에서 행하는 기법이며, 일반적으로 통제된 환경에서 사용자와 개발자가 함께 확인하면서 수행되는 검사는?","","① 동치 분할 검사","② 형상 검사","③ 알파 검사","④ 베타 검사","③ 알파 검사","알파 검사는 개발자의 장소에서 사용자가 개발자 앞에서 행하는 검사 기법으로, 개발자의 장소에서 이루어지므로, 개발자가 즉시 피드백을 제공할 수 있으며 통제된 환경에서 이루어지므로, 시스템의 안정성을 유지하면서 검사를 수행할 수 있고, 사용자와 개발자가 함께 검사를 수행하므로, 사용자의 요구사항을 정확하게 반영할 수 있다는 장점이 있습니다."
"previous","220305",2,"소프트웨어개발",38,"하향식 통합에 있어서 모듈 간의 통합 시험을 위해 일시적으로 필요한 조건만을 가지고 임시로 제공되는 시험용 모듈을 무엇이라고 하는가?","","① Stub","② Driver","③ Procedure","④ Function","① Stub","Stub은 아직 개발되지 않은 모듈을 대신하여 사용되며, 실제 기능을 수행하지 않고 단순히 호출을 받아서 응답만을 제공합니다."
"previous","220305",2,"소프트웨어개발",39,"SW 패키징 도구 활용 시 고려 사항과 거리가 먼 것은?","","① 패키징 시 사용자에게 배포되는 SW이므로 보안을 고려한다.","② 사용자 편의성을 위한 복합성 및 비효율성 문제를 고려한다.","③ 보안상 단일 기종에서만 사용할 수 있도록 해야 한다.","④ 제품 SW 종류에 적합한 암호화 알고리즘을 적용한다.","③ 보안상 단일 기종에서만 사용할 수 있도록 해야 한다.","보안상 단일 기종에서만 사용할 수 있도록 해야 한다는 것은 이기종 연동을 고려하지 않은 것으로, SW 패키징 도구 활용 시 고려 사항과 거리가 먼 내용입니다."
"previous","220305",2,"소프트웨어개발",40,"외계인코드(Alien Code)에 대한 설명으로 옳은 것은?","","① 프로그램의 로직이 복잡하여 이해하기 어려운 프로그램을 의미한다.","② 아주 오래되거나 참고문서 또는 개발자가 없어 유지보수 작업이 어려운 프로그램을 의미한다.","③ 오류가 없어 디버깅 과정이 필요 없는 프로그램을 의미한다.","④ 사용자가 직접 작성한 프로그램을 의미한다.","② 아주 오래되거나 참고문서 또는 개발자가 없어 유지보수 작업이 어려운 프로그램을 의미한다.","외계인코드(Alien Code)는 개발자가 원래 코드를 이해하지 못하거나, 개발자가 퇴사하거나 사망하여 더 이상 코드를 이해할 수 있는 사람이 없기 때문에 유지보수가 어렵습니다."
"previous","220305",3,"데이터베이스구축",41,"SQL 의 분류 중 DDL에 해당하지 않는 것은?","","① UPDATE","② ALTER","③ DROP","④ CREATE","① UPDATE","UPDATE는 데이터베이스의 구조를 변경하지 않고, 기존 데이터를 수정하는 명령어이므로 DML에 해당합니다."
"previous","220305",3,"데이터베이스구축",42,"다음 두 릴레이션에서 외래키로 사용된 것은? (단 밑줄 친 속성은 키본키이다.)","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_42.gif?alt=media","① 수강번호","② 과목번호","③ 학번","④ 과목명","② 과목번호","'과목번호'는 수강 릴레이션에서 과목 릴레이션을 참조하기 위한 외래키입니다. "
"previous","220305",3,"데이터베이스구축",43,"데이터 무결성 제약조건 중 “개체 무결성 제약”조건에 대한 설명으로 맞는 것은?","","① 릴레이션 내의 튜플들이 각 속성의 도메인에 지정된 값만을 가져야 한다.","② 기본키에 속해 있는 애트리뷰트는 널값이나 중복값을 가질 수 없다.","③ 릴레이션은 참조할 수 없는 외래키 값을 가질 수 없다.","④ 외래키 값은 참조 릴레이션의 기본키 값과 동일해야 한다.","② 기본키에 속해 있는 애트리뷰트는 널값이나 중복값을 가질 수 없다.","기본키는 릴레이션 내에서 각 튜플을 유일하게 식별하는 속성이므로, 중복값이나 널값을 가질 수 없으며, 이는 데이터의 일관성과 무결성을 보장하기 위한 개체 무결성 제약조건입니다."
"previous","220305",3,"데이터베이스구축",44,"뷰(view)에 대한 설명으로 옳지 않은 것은?","","① 뷰는 CREATE 문을 사용하여 정의한다.","② 뷰는 데이터의 논리적 독립성을 제공한다.","③ 뷰를 제거할 때에는 DROP 문을 사용한다.","④ 뷰는 저장장치 내에 물리적으로 존재한다.","④ 뷰는 저장장치 내에 물리적으로 존재한다.","뷰는 하나 이상의 테이블에서 유도되는 가상 테이블입니다. 뷰는 물리적으로 존재하는 것이 아니라, 테이블의 데이터를 조합하여 가상의 테이블로 제공하는 것입니다."
"previous","220305",3,"데이터베이스구축",45,"다음 SQL 문의 실행 결과는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_45.gif?alt=media","① 10,000","② 15,000","③ 20,000","④ 25,000","④ 25,000","도서가격 테이블에서 자료구조와 일치하는 책번호의 가격을 찾아서 출력합니다."
"previous","220305",3,"데이터베이스구축",46,"데이터베이스의 논리적 설계(logical design) 단계에서 수행하는 작업이 아닌 것은?","","① 레코드 집중의 분석 및 설계","② 논리적 데이터베이스 구조로 매핑(mapping)","③ 트랜잭션 인터페이스 설계","④ 스키마의 평가 및 정제","① 레코드 집중의 분석 및 설계","레코드 집중의 분석 및 설계는 데이터베이스의 물리적 설계 단계에서 수행하는 작업입니다."
"previous","220305",3,"데이터베이스구축",47,"이행적 함수 종속 관계를 의미하는 것은?","","① A→B이고 B→C 일 때, A→C를 만족하는 관계","② A→B이고 B→C 일 때, C→A를 만족하는 관계","③ A→B이고 B→C 일 때, B→A를 만족하는 관계","④ A→B이고 B→C 일 때, C→B를 만족하는 관계","① A→B이고 B→C 일 때, A→C를 만족하는 관계","이행적 함수 종속 관계란, X→Y, Y→Z가 성립하는 경우, X→Z가 성립하는 경우를 말합니다."
"previous","220305",3,"데이터베이스구축",48,"하나의 애트리뷰트가 가질 수 있는 원자값들의 집합을 의미하는 것은?","","① 도메인","② 튜플","③ 엔티티","④ 다형성","① 도메인","도메인은 하나의 애트리뷰트가 가질 수 있는 값들의 범위를 의미합니다."
"previous","220305",3,"데이터베이스구축",49,"STUDENT 테이블에 독일어과 학생 50명, 중국어과 학생 30명, 영어영문학과 학생 50명의 정보가 저장되어 있을 때, 다음 두 SQL문의 실행 결과 튜플 수는? (단, DEPT 컬럼은 학과명)","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_49.gif?alt=media","① ⓐ 3, ⓑ 3","② ⓐ 50, ⓑ 3","③ ⓐ 130, ⓑ 3","④ ⓐ 130, ⓑ 130","③ ⓐ 130, ⓑ 3","a에서는 단순 SELECT(조건검색)의 경우 전체테이블의 튜플을 검색하기 때문에 130건(=50+30+50)이 조회되고, b에서는 DISTINCT(중복제거)의 경우 동일한 튜플을 제거하고 검색하기 때문에 독일어과 1건, 중국어과 1건, 영어영문학과 1건으로 총 3건이 조회됩니다."
"previous","220305",3,"데이터베이스구축",50,"관계대수 연산에서 두 릴레이션이 공통으로 가지고 있는 속성을 이용하여 두 개의 릴레이션을 하나로 합쳐서 새로운 릴레이션을 만드는 연산은?","","① https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_50_01.gif?alt=media","② https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_50_02.gif?alt=media","③ https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_50_03.gif?alt=media","④ https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_50_04.gif?alt=media","① https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_50_01.gif?alt=media","관계대수 연산 중 교집합(intersection) 연산을 이용하여 두 개의 릴레이션을 하나로 합쳐서 새로운 릴레이션을 만들 수 있습니다."
"previous","220305",3,"데이터베이스구축",51,"트랜잭션의 특성 중 다음 설명에 해당하는 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_51.gif?alt=media","① Durability","② Share","③ Consistency","④ Atomicity","④ Atomicity","보기는 트랜잭션 연산은 데이터베이스에 모두 반영되든지 아니면 전혀 반영되지 않아야 한다는 Atomicity(원자성)에 관련한 설명입니다."
"previous","220305",3,"데이터베이스구축",52,"분산 데이터베이스 목표 중 “데이터베이스의 분산된 물리적 환경에서 특정 지역의 컴퓨터 시스템이나 네트워크에 장애가 발생해도 데이터 무결성이 보장된다”는 것과 관계있는 것은?","","① 장애 투명성","② 병행 투명성","③ 위치 투명성","④ 중복 투명성","① 장애 투명성","장애 투명성은 분산 데이터베이스에서 특정 지역의 컴퓨터 시스템이나 네트워크에 장애가 발생해도 데이터 무결성이 보장되는 목표와 관련이 있습니다."
"previous","220305",3,"데이터베이스구축",53,"데이터베이스 시스템에서 삽입, 갱신, 삭제 등의 이벤트가 발생할 때마다 관련 작업이 자동으로 수행되는 절차형 SQL은?","","① 트리거(rtigger)","② 무결성(integrity)","③ 잠금(lock)","④ 복귀(rollback)","① 트리거(rtigger)","트리거는 데이터베이스 시스템에서 삽입, 갱신, 삭제 등의 이벤트가 발생할 때마다 관련 작업이 자동으로 수행되는 절차형 SQL로, 데이터베이스 무결성 유지, 데이터 변경 감사, 데이터 흐름 제어 등의 목적으로 사용됩니다."
"previous","220305",3,"데이터베이스구축",54,"참조 무결성을 유지하기 위하여 DROP문에서 부모 테이블의 항목 값을 삭제할 경우 자동적으로 자식 테이블의 해당 레코드를 삭제하기 위한 옵션은?","","① CLUSTER","② CASCADE","③ SET-NULL","④ RESTRICTED","② CASCADE","CASCADE 옵션은 부모 테이블의 항목 값을 삭제할 경우 자동적으로 자식 테이블의 해당 레코드를 삭제하는 옵션입니다. 따라서, 참조 무결성을 유지하기 위하여 DROP문에서 부모 테이블의 항목 값을 삭제할 경우 자동적으로 자식 테이블의 해당 레코드를 삭제하기 위해서는 CASCADE 옵션을 사용해야 합니다."
"previous","220305",3,"데이터베이스구축",55,"DML에 해당하는 SQL 명령으로만 나열된 것은?","","① DELETE, UPDATE, CREATE, ALTER","② INSERT, DELETE, UPDATE, DROP","③ SELECT, INSERT, DELETE, UPDATE","④ SELECT, INSERT, DELETE, ALTER","③ SELECT, INSERT, DELETE, UPDATE","CREATE와 ALTER, DROP은 DDL에 해당하는 SQL 명령어입니다."
"previous","220305",3,"데이터베이스구축",56,"데이터 제어언어(DCL)의 기능으로 옳지 않은 것은?","","① 데이터 보안","② 논리적, 물리적 데이터 구조 정의","③ 무결성 유지","④ 병행수행 제어","② 논리적, 물리적 데이터 구조 정의","논리적, 물리적 데이터 구조 정의는 데이터베이스 설계 단계에서 수행하는 작업으로, 데이터 제어언어의 기능이 아닙니다."
