test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"mock",000000,3,"데이터베이스구축",11,"SQL에서 'DISTINCT' 키워드의 목적은 무엇인가","","① 중복된 값을 제거하고 고유한 값만 선택하는 것","② 데이터를 정렬하는 것","③ 데이터를 삽입하는 것","④ 데이터를 결합하는 것","① 중복된 값을 제거하고 고유한 값만 선택하는 것","DISTINCT는 SELECT 쿼리에서 중복된 데이터를 제거하고 유일한 값만 반환하도록 합니다."
"mock",000000,3,"데이터베이스구축",12,"데이터베이스에서 '외래 키(Foreign Key)'의 주요 목적은 무엇인가","","① 다른 테이블과의 관계를 정의하고 데이터 무결성을 유지하는 것","② 데이터를 빠르게 검색하는 것","③ 데이터를 삽입하는 속도를 증가시키는 것","④ 데이터를 정렬하는 것","① 다른 테이블과의 관계를 정의하고 데이터 무결성을 유지하는 것","외래 키는 다른 테이블과의 관계를 설정하고, 참조된 테이블의 데이터 무결성을 유지하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",13,"데이터베이스에서 '이행적 함수 종속성'이란 무엇인가","","① A -> B, B -> C일 때 A -> C가 성립하는 종속성","② A -> B일 때 B -> C가 성립하는 종속성","③ A -> B일 때 B -> A가 성립하는 종속성","④ A와 B가 서로 독립적인 관계를 유지하는 종속성","① A -> B"," B -> C일 때 A -> C가 성립하는 종속성,이행적 함수 종속성은 A가 B에 함수 종속적이고, B가 C에 함수 종속적일 때 A가 C에 함수 종속적인 관계를 말합니다."
"mock",000000,3,"데이터베이스구축",14,"데이터베이스에서 '트랜잭션'의 주요 속성은 무엇인가","","① 원자성, 일관성, 격리성, 지속성","② 정합성, 중복성, 일관성, 지속성","③ 신뢰성, 일관성, 격리성, 지속성","④ 원자성, 정합성, 지속성, 안정성","① 원자성, 일관성, 격리성, 지속성","트랜잭션은 원자성, 일관성, 격리성, 지속성의 ACID 속성을 가져야 하며, 이를 통해 데이터의 무결성을 보장합니다."
"mock",000000,3,"데이터베이스구축",15,"정규형 중 1NF(First Normal Form)의 주요 조건은 무엇인가","","① 각 컬럼이 원자 값을 가져야 한다","② 함수 종속성이 존재하지 않아야 한다","③ 데이터 중복을 제거해야 한다","④ 부분 함수 종속성을 제거해야 한다","① 각 컬럼이 원자 값을 가져야 한다","1NF는 각 컬럼이 원자 값(Atomic Value)을 가져야 하며, 반복적인 그룹을 제거해야 한다는 조건을 만족해야 합니다."
"mock",000000,3,"데이터베이스구축",16,"SQL에서 'ALTER' 명령어의 주요 목적은 무엇인가","","① 테이블 구조를 수정하는 것","② 테이블을 삭제하는 것","③ 데이터를 삽입하는 것","④ 데이터를 조회하는 것","① 테이블 구조를 수정하는 것","ALTER 명령어는 테이블의 구조를 변경할 때 사용됩니다. 예를 들어, 컬럼을 추가하거나 삭제하는 작업에 사용됩니다."
"mock",000000,3,"데이터베이스구축",17,"데이터베이스에서 '무결성 제약 조건' 중 '고유 제약'의 목적은 무엇인가","","① 특정 컬럼에 대해 중복되지 않는 고유 값을 강제하는 것","② 외래 키로 다른 테이블과 관계를 정의하는 것","③ NULL 값을 허용하지 않는 것","④ 특정 값을 고정시키는 것","① 특정 컬럼에 대해 중복되지 않는 고유 값을 강제하는 것","고유 제약은 테이블 내에서 특정 컬럼의 값이 중복되지 않도록 강제하는 제약입니다."
"mock",000000,3,"데이터베이스구축",18,"데이터베이스에서 '트랜잭션'이란 무엇인가","","① 데이터베이스의 여러 작업을 하나의 단위로 처리하는 것","② 데이터베이스에서 데이터를 빠르게 조회하는 것","③ 데이터베이스에서 데이터를 삭제하는 것","④ 데이터베이스에서 데이터를 백업하는 것","① 데이터베이스의 여러 작업을 하나의 단위로 처리하는 것","트랜잭션은 데이터베이스의 작업들을 하나의 논리적 단위로 묶어 처리하는 과정으로, 작업이 모두 성공해야만 실제로 적용됩니다."
"mock",000000,3,"데이터베이스구축",19,"SQL에서 'DELETE' 명령어의 주된 목적은 무엇인가","","① 데이터를 삭제하는 것","② 테이블을 생성하는 것","③ 데이터를 갱신하는 것","④ 테이블을 수정하는 것","① 데이터를 삭제하는 것","DELETE 명령어는 데이터베이스에서 특정 데이터를 삭제하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",20,"SQL에서 'INSERT INTO' 명령어의 주된 목적은 무엇인가","","① 데이터를 테이블에 삽입하는 것","② 데이터를 조회하는 것","③ 데이터를 수정하는 것","④ 데이터를 삭제하는 것","① 데이터를 테이블에 삽입하는 것","INSERT INTO 명령어는 데이터를 테이블에 삽입할 때 사용됩니다."
"mock",000000,3,"데이터베이스구축",21,"데이터베이스 설계에서 '관계형 데이터베이스'가 의미하는 것은 무엇인가","","① 데이터를 테이블 형식으로 저장하고, 테이블 간의 관계를 설정하는 데이터베이스","② 데이터를 그래프 형식으로 저장하는 데이터베이스","③ 데이터를 문서 형식으로 저장하는 데이터베이스","④ 데이터를 객체 형식으로 저장하는 데이터베이스","① 데이터를 테이블 형식으로 저장하고, 테이블 간의 관계를 설정하는 데이터베이스","관계형 데이터베이스는 데이터를 테이블 형태로 저장하고, 각 테이블 간에 관계를 정의하여 데이터를 관리하는 데이터베이스입니다."
"mock",000000,3,"데이터베이스구축",22,"SQL에서 'UPDATE' 명령어의 주된 목적은 무엇인가","","① 기존 데이터를 수정하는 것","② 데이터를 삭제하는 것","③ 데이터를 삽입하는 것","④ 데이터를 조회하는 것","① 기존 데이터를 수정하는 것","UPDATE 명령어는 기존 테이블에 있는 데이터를 수정하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",23,"데이터베이스에서 '데이터 무결성'이란 무엇을 의미하는가","","① 데이터가 정확하고 신뢰할 수 있으며 일관된 상태를 유지하는 것","② 데이터를 빠르게 조회하는 것","③ 데이터를 안전하게 백업하는 것","④ 데이터를 중복 없이 저장하는 것","① 데이터가 정확하고 신뢰할 수 있으며 일관된 상태를 유지하는 것","데이터 무결성은 데이터가 정확하고 일관성 있게 저장되며 신뢰할 수 있도록 유지하는 것을 의미합니다."
"mock",000000,3,"데이터베이스구축",24,"SQL에서 'UNION' 연산자의 주된 목적은 무엇인가","","① 두 개 이상의 SELECT 쿼리 결과를 결합하는 것","② 데이터를 그룹화하는 것","③ 데이터를 정렬하는 것","④ 데이터를 삽입하는 것","① 두 개 이상의 SELECT 쿼리 결과를 결합하는 것","UNION 연산자는 여러 SELECT 쿼리의 결과를 하나의 결과로 결합하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",25,"정규형 중 3NF(Third Normal Form)의 주요 조건은 무엇인가","","① 이행적 함수 종속성을 제거해야 한다","② 부분 함수 종속성을 제거해야 한다","③ 컬럼 간의 중복을 제거해야 한다","④ 데이터 중복을 최소화해야 한다","① 이행적 함수 종속성을 제거해야 한다","3NF는 이행적 함수 종속성을 제거하고, 기본 키와 관련이 없는 컬럼들이 반드시 기본 키에 종속되어야 한다는 조건을 만족해야 합니다."
"mock",000000,3,"데이터베이스구축",26,"데이터베이스에서 '트리거(Trigger)'란 무엇인가","","① 특정 이벤트가 발생했을 때 자동으로 실행되는 작업","② 데이터를 삽입하는 작업","③ 테이블을 삭제하는 작업","④ 데이터를 정렬하는 작업","① 특정 이벤트가 발생했을 때 자동으로 실행되는 작업","트리거는 데이터베이스에서 특정 이벤트가 발생할 때 자동으로 실행되는 작업을 정의하는 객체입니다."
"mock",000000,3,"데이터베이스구축",27,"SQL에서 'INNER JOIN'의 목적은 무엇인가","","① 두 테이블에서 일치하는 데이터를 반환하는 것","② 두 테이블에서 모든 데이터를 반환하는 것","③ 두 테이블에서 서로 다른 데이터를 반환하는 것","④ 두 테이블에서 중복된 데이터를 반환하는 것","① 두 테이블에서 일치하는 데이터를 반환하는 것","INNER JOIN은 두 테이블에서 일치하는 데이터만 반환하는 조인 방식입니다."
"mock",000000,3,"데이터베이스구축",28,"데이터베이스에서 '뷰(View)'란 무엇인가","","① 하나 이상의 테이블에서 데이터를 조회하는 가상 테이블","② 데이터를 삽입하는 테이블","③ 데이터를 수정하는 테이블","④ 테이블 간의 관계를 나타내는 테이블","① 하나 이상의 테이블에서 데이터를 조회하는 가상 테이블","뷰는 여러 테이블을 기반으로 한 가상 테이블로, 실제로 데이터를 저장하지 않고, 조회할 때만 결과를 반환하는 객체입니다."
"mock",000000,3,"데이터베이스구축",29,"정규형 중 BCNF( Boyce-Codd Normal Form)의 주요 조건은 무엇인가","","① 모든 결정자가 후보 키여야 한다","② 모든 부분 함수 종속성이 제거되어야 한다","③ 모든 속성이 기본 키에 완전 함수 종속성을 가져야 한다","④ 이행적 함수 종속성이 제거되어야 한다","① 모든 결정자가 후보 키여야 한다","BCNF는 모든 결정자가 후보 키이어야 한다는 조건을 만족하는 정규형입니다."
"mock",000000,3,"데이터베이스구축",30,"SQL에서 'EXISTS' 키워드의 목적은 무엇인가","","① 서브쿼리의 결과가 존재하는지 여부를 확인하는 것","② 특정 조건에 맞는 데이터를 삭제하는 것","③ 서브쿼리의 결과를 집합으로 반환하는 것","④ 특정 조건에 맞는 데이터를 업데이트하는 것","① 서브쿼리의 결과가 존재하는지 여부를 확인하는 것","EXISTS는 서브쿼리의 결과가 존재하는지 여부를 확인하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",31,"SQL에서 'GROUP BY' 명령어의 주요 목적은 무엇인가","","① 동일한 값을 가진 행들을 그룹화하는 것","② 데이터를 정렬하는 것","③ 데이터를 삽입하는 것","④ 데이터를 갱신하는 것","① 동일한 값을 가진 행들을 그룹화하는 것","GROUP BY는 특정 컬럼을 기준으로 데이터를 그룹화하고 집계함수를 사용하여 그룹별 계산을 수행하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",32,"SQL에서 'HAVING' 절의 주된 용도는 무엇인가","","① 집계 함수 결과에 조건을 추가하는 것","② 데이터 정렬 조건을 추가하는 것","③ 테이블을 삭제하는 조건을 추가하는 것","④ 테이블을 생성하는 조건을 추가하는 것","① 집계 함수 결과에 조건을 추가하는 것","HAVING 절은 GROUP BY 후 집계 함수의 결과에 조건을 적용할 때 사용됩니다."
"mock",000000,3,"데이터베이스구축",33,"정규화에서 2NF(Second Normal Form)란 무엇인가","","① 부분 함수 종속성을 제거한 정규형","② 이행적 함수 종속성을 제거한 정규형","③ 모든 속성이 기본 키에 함수 종속성을 가지도록 하는 정규형","④ 중복 데이터를 최소화하는 정규형","① 부분 함수 종속성을 제거한 정규형","2NF는 기본 키의 일부가 아닌 모든 속성이 기본 키에 완전 함수 종속을 가지도록 하는 정규화입니다."
"mock",000000,3,"데이터베이스구축",34,"데이터베이스에서 '인덱스'의 주요 역할은 무엇인가","","① 데이터 조회 성능을 향상시키는 것","② 데이터를 정렬하는 것","③ 데이터를 삭제하는 것","④ 데이터를 삽입하는 것","① 데이터 조회 성능을 향상시키는 것","인덱스는 데이터를 빠르게 검색할 수 있도록 돕는 데이터 구조입니다."
"mock",000000,3,"데이터베이스구축",35,"SQL에서 'LEFT JOIN'은 무엇을 수행하는가","","① 왼쪽 테이블의 모든 데이터와 오른쪽 테이블에서 일치하는 데이터를 반환하는 것","② 오른쪽 테이블의 모든 데이터와 왼쪽 테이블에서 일치하는 데이터를 반환하는 것","③ 두 테이블에서 중복된 데이터를 반환하는 것","④ 두 테이블에서 일치하는 데이터만 반환하는 것","① 왼쪽 테이블의 모든 데이터와 오른쪽 테이블에서 일치하는 데이터를 반환하는 것","LEFT JOIN은 왼쪽 테이블의 모든 데이터와 오른쪽 테이블에서 일치하는 데이터를 반환하고, 일치하지 않는 데이터는 NULL로 채워집니다."
"mock",000000,3,"데이터베이스구축",36,"데이터베이스에서 '트랜잭션의 ACID 속성' 중 '일관성(Consistency)'이 의미하는 것은 무엇인가","","① 트랜잭션 전후 데이터베이스가 일관된 상태를 유지하는 것","② 트랜잭션이 성공적으로 완료되어야 한다는 것","③ 트랜잭션이 독립적으로 실행되어야 한다는 것","④ 트랜잭션이 복구 가능해야 한다는 것","① 트랜잭션 전후 데이터베이스가 일관된 상태를 유지하는 것","일관성은 트랜잭션이 성공적으로 수행되면 데이터베이스가 항상 일관된 상태를 유지해야 한다는 속성입니다."
"mock",000000,3,"데이터베이스구축",37,"SQL에서 'FULL OUTER JOIN'의 주된 목적은 무엇인가","","① 두 테이블의 모든 데이터를 반환하고 일치하지 않는 데이터는 NULL로 표시하는 것","② 두 테이블에서 일치하는 데이터만 반환하는 것","③ 왼쪽 테이블의 데이터만 반환하는 것","④ 오른쪽 테이블의 데이터만 반환하는 것","① 두 테이블의 모든 데이터를 반환하고 일치하지 않는 데이터는 NULL로 표시하는 것","FULL OUTER JOIN은 두 테이블의 모든 데이터를 반환하며, 일치하지 않는 데이터는 NULL로 표시합니다."
"mock",000000,3,"데이터베이스구축",38,"SQL에서 'DISTINCT' 키워드의 목적은 무엇인가","","① 중복된 데이터를 제거하는 것","② 데이터를 정렬하는 것","③ 데이터를 갱신하는 것","④ 데이터를 삽입하는 것","① 중복된 데이터를 제거하는 것","DISTINCT는 SELECT 쿼리에서 중복된 데이터를 제거하고 고유한 데이터만 반환합니다."
"mock",000000,3,"데이터베이스구축",39,"정규형 중 1NF(First Normal Form)의 주요 조건은 무엇인가","","① 테이블에 원자 값만 존재해야 한다","② 데이터 중복을 최소화해야 한다","③ 모든 속성이 기본 키에 완전 함수 종속을 가져야 한다","④ 데이터의 이행적 종속성을 제거해야 한다","① 테이블에 원자 값만 존재해야 한다","1NF는 테이블의 모든 컬럼이 원자 값을 가져야 하며, 하나의 컬럼에 여러 값을 저장하지 않도록 해야 합니다."
"mock",000000,3,"데이터베이스구축",40,"SQL에서 'CASE' 문을 사용하여 조건에 따라 값을 반환할 때, 어떤 기능을 제공하는가","","① 특정 조건에 맞는 값을 반환하는 기능","② 데이터를 정렬하는 기능","③ 데이터를 그룹화하는 기능","④ 데이터를 삭제하는 기능","① 특정 조건에 맞는 값을 반환하는 기능","CASE 문은 주어진 조건에 맞는 값을 반환하는 기능을 제공하며, 주로 조건부 로직을 쿼리에 추가할 때 사용됩니다."
"mock",000000,3,"데이터베이스구축",41,"데이터베이스에서 '제약조건(Constraint)'의 주요 목적은 무엇인가","","① 데이터의 무결성을 유지하기 위해","② 데이터를 정렬하기 위해","③ 데이터 삽입을 최적화하기 위해","④ 데이터를 삭제하기 위해","④ 데이터를 삭제하기 위해","제약조건은 데이터베이스의 무결성을 유지하고 데이터를 삽입, 갱신, 삭제할 때 제약을 설정하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",42,"SQL에서 'INSERT INTO' 명령어의 주된 목적은 무엇인가","","① 데이터를 수정하는 것","② 데이터를 삭제하는 것","③ 데이터를 삽입하는 것","④ 데이터를 검색하는 것","③ 데이터를 삽입하는 것","INSERT INTO는 새로운 데이터를 테이블에 삽입할 때 사용하는 SQL 명령어입니다."
"mock",000000,3,"데이터베이스구축",43,"SQL에서 'UPDATE' 명령어를 사용하여 데이터를 수정할 때 필요한 절은 무엇인가","","① WHERE 절","② FROM 절","③ SELECT 절","④ GROUP BY 절","① WHERE 절","UPDATE 명령어에서 WHERE 절은 수정할 행을 지정하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",44,"다음 중 SQL에서 데이터베이스 테이블을 삭제하는 명령어는 무엇인가","","① DELETE TABLE","② REMOVE TABLE","③ DROP TABLE","④ ALTER TABLE","③ DROP TABLE","DROP TABLE은 데이터베이스에서 테이블을 완전히 삭제하는 SQL 명령어입니다."
"mock",000000,3,"데이터베이스구축",45,"SQL에서 'INNER JOIN'을 사용할 때 주로 반환되는 결과는 무엇인가","","① 일치하지 않는 데이터만 반환","② 두 테이블의 모든 데이터를 반환","③ 두 테이블에서 일치하는 데이터만 반환","④ 왼쪽 테이블의 모든 데이터를 반환","③ 두 테이블에서 일치하는 데이터만 반환","INNER JOIN은 두 테이블에서 조건에 맞는 일치하는 데이터만 반환합니다."
"mock",000000,3,"데이터베이스구축",46,"SQL에서 'ALTER TABLE' 명령어의 주된 목적은 무엇인가","","① 테이블의 구조를 수정하는 것","② 테이블의 데이터를 삭제하는 것","③ 테이블을 생성하는 것","④ 테이블의 인덱스를 삭제하는 것","① 테이블의 구조를 수정하는 것","ALTER TABLE은 테이블에 컬럼을 추가하거나 삭제하는 등 테이블의 구조를 변경하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",47,"SQL에서 'SELECT DISTINCT'가 사용하는 주된 목적은 무엇인가","","① 데이터를 삽입하기 위해","② 중복된 데이터를 제거하기 위해","③ 데이터를 갱신하기 위해","④ 데이터를 삭제하기 위해","② 중복된 데이터를 제거하기 위해","SELECT DISTINCT는 쿼리 결과에서 중복된 값을 제거하고 고유한 값을 반환하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",48,"데이터베이스에서 '클러스터형 인덱스'가 의미하는 것은 무엇인가","","① 데이터가 순차적으로 저장되지 않는 인덱스","② 데이터를 정렬된 순서대로 저장하는 인덱스","③ 인덱스가 별도로 존재하지 않는 경우","④ 다중 컬럼에 적용되는 인덱스","② 데이터를 정렬된 순서대로 저장하는 인덱스","클러스터형 인덱스는 데이터가 인덱스의 순서대로 물리적으로 저장되도록 하는 인덱스입니다."
"mock",000000,3,"데이터베이스구축",49,"다음 중 SQL에서 'DELETE' 명령어의 사용 목적은 무엇인가","","① 테이블을 삭제하는 것","② 데이터베이스를 삭제하는 것","③ 테이블의 데이터를 삭제하는 것","④ 데이터베이스의 구조를 변경하는 것","③ 테이블의 데이터를 삭제하는 것","DELETE 명령어는 테이블에서 특정 조건에 맞는 데이터를 삭제하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",50,"정규화에서 3NF(Third Normal Form)의 조건으로 알맞은 것은 무엇인가","","① 부분 함수 종속성을 제거해야 한다","② 이행적 함수 종속성을 제거해야 한다","③ 모든 속성이 기본 키에 함수 종속성을 가져야 한다","④ 중복을 최소화해야 한다","② 이행적 함수 종속성을 제거해야 한다","3NF는 이행적 함수 종속성을 제거하고, 모든 비키 속성이 기본 키에 종속되도록 요구합니다."
"mock",000000,3,"데이터베이스구축",51,"다음 중 SQL에서 'COUNT' 함수의 사용 목적은 무엇인가","","① 평균값을 계산하기 위해","② 레코드의 개수를 세기 위해","③ 최대값을 찾기 위해","④ 최솟값을 찾기 위해","② 레코드의 개수를 세기 위해","COUNT 함수는 테이블에서 조건에 맞는 레코드의 개수를 세는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",52,"SQL에서 'HAVING' 절은 무엇을 수행하는 데 사용되는가","","① 테이블에서 데이터를 삭제하기 위해","② 데이터를 정렬하기 위해","③ 그룹화된 데이터에 조건을 추가하기 위해","④ 테이블을 생성하기 위해","③ 그룹화된 데이터에 조건을 추가하기 위해","HAVING 절은 GROUP BY 절과 함께 사용되어 그룹화된 결과에 조건을 적용하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",53,"다음 중 SQL에서 'LIKE' 연산자의 주된 목적은 무엇인가","","① 문자열 패턴을 찾기 위해","② 숫자 범위를 찾기 위해","③ 날짜 범위를 찾기 위해","④ NULL 값을 찾기 위해","① 문자열 패턴을 찾기 위해","LIKE 연산자는 특정 패턴을 기준으로 문자열을 검색할 때 사용됩니다."
"mock",000000,3,"데이터베이스구축",54,"SQL에서 'ORDER BY' 절은 무엇을 수행하는가","","① 데이터를 그룹화하기 위해","② 데이터를 삽입하기 위해","③ 데이터를 정렬하기 위해","④ 데이터를 갱신하기 위해","③ 데이터를 정렬하기 위해","ORDER BY 절은 결과를 지정된 기준에 따라 오름차순 또는 내림차순으로 정렬합니다."
"mock",000000,3,"데이터베이스구축",55,"데이터베이스에서 '뷰(View)'는 무엇을 의미하는가","","① 물리적 데이터를 저장하는 테이블","② 실제 데이터를 수정할 수 있는 가상 테이블","③ 데이터베이스를 삭제하는 명령어","④ 단일 행만 반환하는 쿼리","② 실제 데이터를 수정할 수 있는 가상 테이블","뷰는 테이블의 데이터를 가상으로 보여주는 객체로, 실제 데이터를 수정하는 데 사용될 수 있습니다."
"mock",000000,3,"데이터베이스구축",56,"SQL에서 'GROUP BY' 절의 주된 목적은 무엇인가","","① 데이터를 삽입하기 위해","② 데이터를 그룹화하기 위해","③ 데이터를 삭제하기 위해","④ 데이터를 갱신하기 위해","② 데이터를 그룹화하기 위해","GROUP BY 절은 동일한 값을 가진 데이터들을 그룹화하여 집계 함수를 적용할 수 있도록 합니다."
"mock",000000,3,"데이터베이스구축",57,"SQL에서 'UNION' 연산자는 무엇을 수행하는가","","① 두 개 이상의 쿼리 결과를 결합하기 위해","② 데이터를 정렬하기 위해","③ 데이터를 그룹화하기 위해","④ 데이터를 삽입하기 위해","① 두 개 이상의 쿼리 결과를 결합하기 위해","UNION 연산자는 여러 개의 SELECT 쿼리 결과를 결합하여 하나의 결과로 반환합니다."
"mock",000000,3,"데이터베이스구축",58,"SQL에서 'DISTINCT' 키워드는 무엇을 수행하는가","","① 중복된 레코드를 포함하여 반환","② 중복된 레코드를 제외하고 반환","③ 데이터를 갱신","④ 데이터를 삭제","② 중복된 레코드를 제외하고 반환","DISTINCT 키워드는 결과에서 중복된 값을 제외하고 고유한 값을 반환하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",59,"다음 중 SQL에서 'IN' 연산자의 용도는 무엇인가","","① 특정 값이 포함되어 있는지 확인","② 값들의 범위를 지정하기 위해","③ 테이블에서 값을 찾기 위해","④ 데이터베이스를 삭제하기 위해","① 특정 값이 포함되어 있는지 확인","IN 연산자는 주어진 값 목록 중 하나가 컬럼 값과 일치하는지 확인하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",60,"SQL에서 'BETWEEN' 연산자의 주된 목적은 무엇인가","","① 특정 범위 내 값을 찾기 위해","② 테이블을 정렬하기 위해","③ 테이블을 삭제하기 위해","④ 특정 값을 찾기 위해","① 특정 범위 내 값을 찾기 위해","BETWEEN 연산자는 지정된 범위 내에 있는 값들을 검색하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",61,"SQL에서 'NULL' 값을 검색할 때 사용하는 연산자는 무엇인가","","① NOT LIKE","② IS NULL","③ NOT IN","④ LIKE","② IS NULL","IS NULL 연산자는 NULL 값을 검색하는 데 사용됩니다."
"mock",000000,3,"데이터베이스구축",62,"데이터베이스에서 '트랜잭션'의 주요 특징으로 알맞은 것은 무엇인가","","① 트랜잭션은 무조건 성공해야 한다","② 트랜잭션은 순차적으로 실행된다","③ 트랜잭션은 원자성, 일관성, 격리성, 지속성을 유지한다","④ 트랜잭션은 단일 작업으로 구성된다","③ 트랜잭션은 원자성, 일관성, 격리성, 지속성을 유지한다","트랜잭션은 ACID 속성을 준수하여 데이터베이스의 일관성을 유지합니다."
"mock",000000,3,"데이터베이스구축",63,"SQL에서 'JOIN'을 사용하는 목적은 무엇인가","","① 두 개 이상의 테이블을 연결하여 데이터를 검색하기 위해","② 하나의 테이블에서 데이터를 삭제하기 위해","③ 데이터를 삽입하기 위해","④ 데이터를 갱신하기 위해","① 두 개 이상의 테이블을 연결하여 데이터를 검색하기 위해","JOIN은 여러 테이블을 연결하여 데이터를 가져오는 데 사용됩니다."
